Search terms report
"January 17, 2024 - February 15, 2024"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Impr.,Interactions,Clicks,Currency code,Cost,Conversions,Campaign type
how much is it to buy solar panels for a house,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panel cost calculator""",1,0,0,USD,0.00,0.00,Search
solar system costs,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,[solar system costs],2,0,0,USD,0.00,0.00,Search
solar panel square feet price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar cost estimator""",1,0,0,USD,0.00,0.00,Search
average cost of solar in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",2,0,0,USD,0.00,0.00,Search
best solar panels 2023,Exact match,Added,G_S_NB_Generic_CA,Solar Panels,best solar panels 2023,1,0,0,USD,0.00,0.00,Search
solar federal tax credit,Exact match,Added,G_S_NB_Generic_CA,Solar Incentives/Credits,[solar federal tax credit],10,0,0,USD,0.00,0.00,Search
best home battery backup,Broad match,None,G_S_NB_Generic_CA,Home/Residential Solar,solar battery for house,1,0,0,USD,0.00,0.00,Search
solar ppa companies,Phrase match,None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""solar ppa""",1,1,1,USD,11.15,0.00,Search
v3 solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Companies,"""solar energy providers""",1,0,0,USD,0.00,0.00,Search
how much does tesla solar cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much does it cost to go solar""",1,0,0,USD,0.00,0.00,Search
sce solar rebate,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar power programs,1,0,0,USD,0.00,0.00,Search
8kw solar system price,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,[8kw solar system price],10,1,1,USD,7.39,0.00,Search
ikea solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar cell""",1,0,0,USD,0.00,0.00,Search
10 kw solar system cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[10kw solar system cost],1,0,0,USD,0.00,0.00,Search
how to calculate how many solar panels i need,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar calculator],1,0,0,USD,0.00,0.00,Search
solar estimate calculator,Exact match,Added,G_S_NB_Generic_CA,Solar Calculator,[solar estimate calculator],3,1,1,USD,27.37,0.00,Search
solar in california 2024,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar information""",1,0,0,USD,0.00,0.00,Search
solar government rebates,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
gaf solar roof,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar shingles""",3,0,0,USD,0.00,0.00,Search
auburn solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
is it worth going solar,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[is solar worth it],2,0,0,USD,0.00,0.00,Search
high watt solar panel,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""high performance solar panels""",2,0,0,USD,0.00,0.00,Search
thermophotovoltaic panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar energy solar panels""",1,0,0,USD,0.00,0.00,Search
best solar panels 2023,Exact match,Added,G_S_NB_Generic_CA,Solar Panels,[best solar panels 2023],29,2,2,USD,8.18,0.00,Search
pge solar buy back rate,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar cost""",1,0,0,USD,0.00,0.00,Search
solar panels prices in usa,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar deals""",1,0,0,USD,0.00,0.00,Search
concert finance solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""financing solar""",1,0,0,USD,0.00,0.00,Search
can i install a solar battery myself,Broad match,None,G_S_NB_Generic_CA,Solar - list,how do solar panels and batteries work,3,0,0,USD,0.00,0.00,Search
solar cogeneration,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
nexus solar energy california,Phrase match (close variant),None,G_S_NB_Generic_CA,CA - Bay Area,"""solar companies bay area""",1,0,0,USD,0.00,0.00,Search
prepaid solar lease vs purchase,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
what is the new solar panel technology in 2024,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""modern solar panels""",1,0,0,USD,0.00,0.00,Search
kronos solar,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar panel,1,0,0,USD,0.00,0.00,Search
solar questions and answers pdf,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""understanding solar power""",1,0,0,USD,0.00,0.00,Search
best battery for solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power""",1,0,0,USD,0.00,0.00,Search
how many batteries do i need for a 20kw solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""how many solar batteries are needed to power a house""",1,0,0,USD,0.00,0.00,Search
best solar companies california,Exact match,Added,G_S_NB_Generic_CA,California,[best solar companies california],1,0,0,USD,0.00,0.00,Search
costco solar panels cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels near me""",1,0,0,USD,0.00,0.00,Search
sunpower reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solor power""",2,0,0,USD,0.00,0.00,Search
solar loan programs,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,[solar panel loans],1,0,0,USD,0.00,0.00,Search
what solar panels does sunrun use,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power solar""",1,0,0,USD,0.00,0.00,Search
how much should i pay for solar,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],2,1,1,USD,12.67,0.00,Search
california solar mandate 2035,Phrase match,None,G_S_NB_Generic_CA,California,california solar,1,0,0,USD,0.00,0.00,Search
forbes solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
nrg solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""best solar panel""",1,0,0,USD,0.00,0.00,Search
tesla solar roof cost calculator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Quotes/Estimates,"""solar panels estimate""",1,0,0,USD,0.00,0.00,Search
solar energy for condominiums,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pv""",1,0,0,USD,0.00,0.00,Search
how do i calculate how many solar panels i need for my house,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar panel calculator],1,1,1,USD,6.48,0.00,Search
sunrun lease cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar pricing""",1,0,0,USD,0.00,0.00,Search
california solar panel,Broad match,None,G_S_NB_Generic_CA,Solar Leasing/Financing,solar panels no upfront costs,1,0,0,USD,0.00,0.00,Search
upgrade existing solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
is sunpower worth it,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
6kwh solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar system price""",1,0,0,USD,0.00,0.00,Search
average cost of solar panels for 4 bedroom house,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels prices""",1,0,0,USD,0.00,0.00,Search
how to get the most out of your solar system,Broad match,None,G_S_NB_Generic_CA,Solar Incentives/Credits,best solar programs,2,0,0,USD,0.00,0.00,Search
why go solar in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""is going solar worth it""",1,0,0,USD,0.00,0.00,Search
inflation reduction act solar,Exact match,Added,G_S_NB_Generic_CA,Solar Incentives/Credits,[inflation reduction act solar],26,0,0,USD,0.00,0.00,Search
equi solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
whole house generator with solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""best solar power""",1,0,0,USD,0.00,0.00,Search
tesla powerwall 3 price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power""",4,0,0,USD,0.00,0.00,Search
solar panels california rebate,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar savings""",2,0,0,USD,0.00,0.00,Search
solar quote org reviews,Phrase match,None,G_S_NB_Generic_CA,Solar Quotes/Estimates,"""solar quote""",1,0,0,USD,0.00,0.00,Search
ground mounted solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pv""",1,0,0,USD,0.00,0.00,Search
how much are solar panels monthly,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
rec alpha pure black 400,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""400 watt solar panel""",1,0,0,USD,0.00,0.00,Search
smud solar estimator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
how much solar system cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[how much does it cost to install solar panels],1,0,0,USD,0.00,0.00,Search
clearance solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
how to install solar,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar panel size dimensions,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar panel size chart],1,0,0,USD,0.00,0.00,Search
solar cost in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar cost calculator""",1,0,0,USD,0.00,0.00,Search
solar systems with battery,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels systems""",1,0,0,USD,0.00,0.00,Search
how many solar panels for 2000 kwh per month,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panel wattage calculator""",1,0,0,USD,0.00,0.00,Search
solar power house,Exact match,Added,G_S_NB_Generic_CA,Home/Residential Solar,[solar power house],1,0,0,USD,0.00,0.00,Search
what does solar do,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
lgcy solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Companies,"""solar system companies""",1,0,0,USD,0.00,0.00,Search
jinko solar panels price,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
soleeva reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar reviews,1,0,0,USD,0.00,0.00,Search
rhi 5k 48es 5g,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar pv,1,0,0,USD,0.00,0.00,Search
solar battery replacement cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar costs""",1,0,0,USD,0.00,0.00,Search
solar energy companies california,Exact match,Added,G_S_NB_Generic_CA,California,[solar energy companies california],1,0,0,USD,0.00,0.00,Search
solar panels cost in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""price of solar panels""",1,0,0,USD,0.00,0.00,Search
sunpower solar quote,Broad match,None,G_S_NB_Generic_CA,Solar Incentives/Credits,solar deals,1,0,0,USD,0.00,0.00,Search
california solar consumer protection guide,Phrase match,None,G_S_NB_Generic_CA,California,"""california solar""",1,0,0,USD,0.00,0.00,Search
solar energy partners bbb,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
how do solar leases work,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""how does solar power work""",5,1,1,USD,6.95,0.00,Search
solar panel cost sacramento,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panel cost calculator""",2,0,0,USD,0.00,0.00,Search
solar canopy,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar panel comparison,Broad match,None,G_S_NB_Generic_FL,Florida,solar panels florida,1,0,0,USD,0.00,0.00,Search
is fpl solar together worth it,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,3,0,0,USD,0.00,0.00,Search
lumio solar near me,Broad match,None,G_S_NB_Generic_FL,Florida,solar panels florida,1,0,0,USD,0.00,0.00,Search
us solar,Broad match,None,G_S_NB_Generic_FL,Solar - list,solar,2,0,0,USD,0.00,0.00,Search
sunpower solar panels price,Broad match,None,G_S_NB_Generic_FL,Florida,solar panels florida,1,0,0,USD,0.00,0.00,Search
solar panels ocala fl,Broad match,None,G_S_NB_Generic_FL,Solar Quotes/Estimates,solar panel quote,1,1,1,USD,67.01,0.00,Search
why leasing solar panels is a bad idea,Broad match,None,G_S_NB_Generic_FL,Solar Panels,pros and cons of solar panels,1,0,0,USD,0.00,0.00,Search
how long does it take to install solar,Phrase match,None,G_S_NB_Generic_FL,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
solar energy near me,Exact match,Added,G_S_NB_Generic_FL,Solar - list,[solar energy near me],1,0,0,USD,0.00,0.00,Search
solar panel,Exact match,Added,G_S_NB_Generic_FL,Solar Panels,[solar panel],136,4,4,USD,217.71,1.00,Search
solis company,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels brands,1,0,0,USD,0.00,0.00,Search
lumio reviews,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels brands,1,0,0,USD,0.00,0.00,Search
will prowse solar,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
15 kw solar system,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
vista solar,Phrase match,None,G_S_NB_Generic_FL,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
solar battery calculator,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
how to install tesla solar roof,Broad match,None,G_S_NB_Generic_FL,Solar Incentives/Credits,solar panel program,1,0,0,USD,0.00,0.00,Search
financing solar panels,Exact match,Added,G_S_NB_Generic_FL,Solar Leasing/Financing,[financing solar panels],1,0,0,USD,0.00,0.00,Search
solar stimulus program 11 states,Phrase match,None,G_S_NB_Generic_FL,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
energia solar,Broad match,None,G_S_NB_Generic_FL,Solar Systems,solar power system,4,0,0,USD,0.00,0.00,Search
utopian power,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar Companies,solar power companies,1,0,0,USD,0.00,0.00,Search
best orientation for solar panels,Broad match,None,G_S_NB_Generic_FL,Solar - list,best solar options,1,0,0,USD,0.00,0.00,Search
solar metal roof panels,Exact match (close variant),None,G_S_NB_Generic_FL,Solar Panels,[solar panels on metal roof],1,0,0,USD,0.00,0.00,Search
get solar company,Broad match,None,G_S_NB_Generic_FL,Solar Installation,solar installation,1,0,0,USD,0.00,0.00,Search
volt solar solutions reviews,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panel systems,1,0,0,USD,0.00,0.00,Search
solar power install cost,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
apricot solar reviews,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,3,0,0,USD,0.00,0.00,Search
4patriots generator cost,Broad match,None,G_S_NB_Generic_FL,Solar Cost,solar panel cost,1,0,0,USD,0.00,0.00,Search
adt solar bbb,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar systems,Exact match,Added,G_S_NB_Generic_FL,Solar Systems,[solar systems],10,0,0,USD,0.00,0.00,Search
solar panels for 1600 sq ft home,Phrase match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
the future of solar power,Exact match (close variant),None,G_S_NB_Generic_FL,Solar Panels,[future of solar panels],1,0,0,USD,0.00,0.00,Search
tesla solar panel price,Broad match,None,G_S_NB_Generic_FL,Solar Installation,solar panel installation,1,0,0,USD,0.00,0.00,Search
new roof and solar at the same time,Exact match,Added,G_S_NB_Generic_FL,Solar Products,[new roof and solar at the same time],1,0,0,USD,0.00,0.00,Search
how many solar panels do i need,Exact match,Added,G_S_NB_Generic_FL,Solar Panels,[how many solar panels do i need],10,1,1,USD,17.54,1.00,Search
fl solar incentives,Exact match,Added,G_S_NB_Generic_FL,Florida,[fl solar incentives],3,0,0,USD,0.00,0.00,Search
tesla solar financing rates,Phrase match,None,G_S_NB_Generic_FL,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
tesla solar roof kw,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar panel dealers near me,Exact match (close variant),None,G_S_NB_Generic_FL,Solar Panels,[solar panels near me],1,0,0,USD,0.00,0.00,Search
placas solares preço,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
reach solar,Phrase match,None,G_S_NB_Generic_FL,Solar - list,solar,2,0,0,USD,0.00,0.00,Search
florida solar panel rebates,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar power for houses,Phrase match (close variant),None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
apricot solar,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
how much does it cost to lease solar panels,Exact match,Added,G_S_NB_Generic_FL,Solar Leasing/Financing,[how much does it cost to lease solar panels],1,0,0,USD,0.00,0.00,Search
advanced solar and energy,Broad match,None,G_S_NB_Generic_FL,Solar Panels,solar panels,1,1,1,USD,8.81,0.00,Search
calculate how many solar panels i need,Phrase match,None,G_S_NB_Generic_FL,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
